,INDEX_COLUMN,DESTPORT,PROTOCOL,SERVICE
21070,21070,443,TCP,HTTPS
21071,21071,443,TCP,HTTPS
21072,21072,443,TCP,HTTPS
21073,21073,443,TCP,HTTPS
21074,21074,443,TCP,HTTPS
21075,21075,443,TCP,HTTPS
21076,21076,443,TCP,HTTPS
21077,21077,443,TCP,HTTPS
21078,21078,443,TCP,HTTPS
21079,21079,443,TCP,HTTPS
21080,21080,443,TCP,HTTPS
21081,21081,443,TCP,HTTPS
21082,21082,443,TCP,HTTPS
21083,21083,443,TCP,HTTPS
21084,21084,443,TCP,HTTPS
21085,21085,443,TCP,HTTPS
21086,21086,443,TCP,HTTPS
21087,21087,443,TCP,HTTPS
21088,21088,443,TCP,HTTPS
21089,21089,443,TCP,HTTPS
21090,21090,443,TCP,HTTPS
21091,21091,443,TCP,HTTPS
21092,21092,443,TCP,HTTPS
21093,21093,443,TCP,HTTPS
21094,21094,443,TCP,HTTPS
21095,21095,443,TCP,HTTPS
21096,21096,443,TCP,HTTPS
21097,21097,443,TCP,HTTPS
21098,21098,443,TCP,HTTPS
21099,21099,443,TCP,HTTPS
21100,21100,443,TCP,HTTPS
21101,21101,443,TCP,HTTPS
21102,21102,443,TCP,HTTPS
21103,21103,443,TCP,HTTPS
21104,21104,443,TCP,HTTPS
21105,21105,443,TCP,HTTPS
21106,21106,443,TCP,HTTPS
21107,21107,443,TCP,HTTPS
21108,21108,443,TCP,HTTPS
21109,21109,443,TCP,HTTPS
21110,21110,443,TCP,HTTPS
21111,21111,443,TCP,HTTPS
21112,21112,443,TCP,HTTPS
21113,21113,443,TCP,HTTPS
21114,21114,443,TCP,HTTPS
21115,21115,443,TCP,HTTPS
21116,21116,443,TCP,HTTPS
21117,21117,443,TCP,HTTPS
21118,21118,443,TCP,HTTPS
21119,21119,443,TCP,HTTPS
21120,21120,443,TCP,HTTPS
21121,21121,443,TCP,HTTPS
21122,21122,443,TCP,HTTPS
21123,21123,443,TCP,HTTPS
21124,21124,443,TCP,HTTPS
21125,21125,443,TCP,HTTPS
21126,21126,443,TCP,HTTPS
21127,21127,443,TCP,HTTPS
21128,21128,443,TCP,HTTPS
21129,21129,443,TCP,HTTPS
21130,21130,443,TCP,HTTPS
21131,21131,443,TCP,HTTPS
21132,21132,443,TCP,HTTPS
21133,21133,443,TCP,HTTPS
21134,21134,443,TCP,HTTPS
21135,21135,443,UDP,HTTPS
21136,21136,443,UDP,HTTPS
21137,21137,443,TCP,HTTPS
21138,21138,443,TCP,HTTPS
21139,21139,443,TCP,HTTPS
21140,21140,443,TCP,HTTPS
21141,21141,443,TCP,HTTPS
21142,21142,443,TCP,HTTPS
21143,21143,80,TCP,HTTP
21144,21144,80,TCP,HTTP
21145,21145,443,UDP,HTTPS
21146,21146,443,UDP,HTTPS
21147,21147,443,TCP,HTTPS
21148,21148,443,TCP,HTTPS
21149,21149,443,UDP,HTTPS
21150,21150,443,UDP,HTTPS
21151,21151,443,TCP,HTTPS
21152,21152,443,TCP,HTTPS
21153,21153,443,TCP,HTTPS
21154,21154,443,TCP,HTTPS
21155,21155,443,TCP,HTTPS
21156,21156,443,TCP,HTTPS
21157,21157,443,TCP,HTTPS
21158,21158,443,TCP,HTTPS
21159,21159,443,TCP,HTTPS
21160,21160,443,TCP,HTTPS
21161,21161,443,TCP,HTTPS
21162,21162,443,TCP,HTTPS
21163,21163,443,TCP,HTTPS
21164,21164,443,TCP,HTTPS
21165,21165,443,UDP,HTTPS
21166,21166,443,UDP,HTTPS
21167,21167,443,TCP,HTTPS
21168,21168,443,TCP,HTTPS
21169,21169,443,UDP,HTTPS
21170,21170,443,UDP,HTTPS
21171,21171,443,TCP,HTTPS
21172,21172,443,TCP,HTTPS
21173,21173,443,TCP,HTTPS
21174,21174,443,TCP,HTTPS
21175,21175,443,TCP,HTTPS
21176,21176,443,TCP,HTTPS
21177,21177,443,TCP,HTTPS
21178,21178,443,TCP,HTTPS
21179,21179,443,TCP,HTTPS
21180,21180,443,TCP,HTTPS
21181,21181,443,TCP,HTTPS
21182,21182,443,TCP,HTTPS
21183,21183,443,TCP,HTTPS
21184,21184,443,TCP,HTTPS
21185,21185,443,TCP,HTTPS
21186,21186,443,TCP,HTTPS
21187,21187,443,TCP,HTTPS
21188,21188,443,TCP,HTTPS
21189,21189,443,TCP,HTTPS
21190,21190,443,TCP,HTTPS
21191,21191,443,TCP,HTTPS
21192,21192,443,TCP,HTTPS
21193,21193,443,TCP,HTTPS
21194,21194,443,TCP,HTTPS
21195,21195,443,TCP,HTTPS
21196,21196,443,TCP,HTTPS
21197,21197,443,TCP,HTTPS
21198,21198,443,TCP,HTTPS
21199,21199,443,TCP,HTTPS
21200,21200,443,TCP,HTTPS
21201,21201,443,TCP,HTTPS
21202,21202,443,TCP,HTTPS
21203,21203,443,TCP,HTTPS
21204,21204,443,TCP,HTTPS
21205,21205,443,TCP,HTTPS
21206,21206,443,TCP,HTTPS
21207,21207,80,TCP,HTTP
21208,21208,80,TCP,HTTP
21209,21209,443,TCP,HTTPS
21210,21210,443,TCP,HTTPS
21211,21211,443,TCP,HTTPS
21212,21212,443,TCP,HTTPS
21213,21213,443,TCP,HTTPS
21214,21214,443,TCP,HTTPS
21215,21215,443,TCP,HTTPS
21216,21216,443,TCP,HTTPS
21217,21217,443,TCP,HTTPS
21218,21218,443,TCP,HTTPS
21219,21219,443,TCP,HTTPS
21220,21220,443,TCP,HTTPS
21221,21221,443,TCP,HTTPS
21222,21222,443,TCP,HTTPS
21223,21223,443,TCP,HTTPS
21224,21224,443,TCP,HTTPS
21225,21225,443,TCP,HTTPS
21226,21226,443,TCP,HTTPS
21227,21227,443,TCP,HTTPS
21228,21228,443,TCP,HTTPS
21229,21229,443,TCP,HTTPS
21230,21230,443,TCP,HTTPS
21231,21231,443,TCP,HTTPS
21232,21232,443,TCP,HTTPS
21233,21233,443,TCP,HTTPS
21234,21234,443,TCP,HTTPS
21235,21235,443,TCP,HTTPS
21236,21236,443,TCP,HTTPS
21237,21237,443,TCP,HTTPS
21238,21238,443,TCP,HTTPS
21239,21239,443,TCP,HTTPS
21240,21240,443,TCP,HTTPS
21241,21241,443,TCP,HTTPS
21242,21242,443,TCP,HTTPS
21243,21243,443,TCP,HTTPS
21244,21244,443,TCP,HTTPS
21245,21245,443,TCP,HTTPS
21246,21246,443,TCP,HTTPS
21247,21247,443,TCP,HTTPS
21248,21248,443,TCP,HTTPS
21249,21249,443,TCP,HTTPS
21250,21250,443,TCP,HTTPS
21251,21251,443,TCP,HTTPS
21252,21252,443,TCP,HTTPS
21253,21253,443,TCP,HTTPS
21254,21254,443,TCP,HTTPS
21255,21255,443,TCP,HTTPS
21256,21256,443,TCP,HTTPS
21257,21257,443,TCP,HTTPS
21258,21258,443,TCP,HTTPS
21259,21259,443,TCP,HTTPS
21260,21260,443,TCP,HTTPS
21261,21261,443,TCP,HTTPS
21262,21262,443,TCP,HTTPS
21263,21263,443,TCP,HTTPS
21264,21264,443,TCP,HTTPS
21265,21265,443,TCP,HTTPS
21266,21266,443,TCP,HTTPS
21267,21267,443,TCP,HTTPS
21268,21268,443,TCP,HTTPS
21269,21269,80,TCP,HTTP
21270,21270,80,TCP,HTTP
21271,21271,443,TCP,HTTPS
21272,21272,443,TCP,HTTPS
21273,21273,80,TCP,HTTP
21274,21274,80,TCP,HTTP
21275,21275,80,TCP,HTTP
21276,21276,80,TCP,HTTP
21277,21277,443,TCP,HTTPS
21278,21278,443,TCP,HTTPS
21279,21279,443,TCP,HTTPS
21280,21280,443,TCP,HTTPS
21281,21281,443,TCP,HTTPS
21282,21282,443,TCP,HTTPS
21283,21283,443,TCP,HTTPS
21284,21284,443,TCP,HTTPS
21285,21285,443,TCP,HTTPS
21286,21286,443,TCP,HTTPS
21287,21287,443,TCP,HTTPS
21288,21288,443,TCP,HTTPS
21289,21289,443,TCP,HTTPS
21290,21290,443,TCP,HTTPS
21291,21291,443,TCP,HTTPS
21292,21292,443,TCP,HTTPS
21293,21293,443,TCP,HTTPS
21294,21294,443,TCP,HTTPS
21295,21295,443,TCP,HTTPS
21296,21296,443,TCP,HTTPS
21297,21297,443,TCP,HTTPS
21298,21298,443,TCP,HTTPS
21299,21299,443,TCP,HTTPS
21300,21300,443,TCP,HTTPS
21301,21301,443,TCP,HTTPS
21302,21302,443,TCP,HTTPS
21303,21303,443,TCP,HTTPS
21304,21304,443,TCP,HTTPS
21305,21305,443,TCP,HTTPS
21306,21306,443,TCP,HTTPS
21307,21307,443,TCP,HTTPS
21308,21308,443,TCP,HTTPS
21309,21309,443,TCP,HTTPS
21310,21310,443,TCP,HTTPS
21311,21311,443,TCP,HTTPS
21312,21312,443,TCP,HTTPS
21313,21313,443,TCP,HTTPS
21314,21314,443,TCP,HTTPS
21315,21315,443,TCP,HTTPS
21316,21316,443,TCP,HTTPS
21317,21317,443,TCP,HTTPS
21318,21318,443,TCP,HTTPS
21319,21319,443,TCP,HTTPS
21320,21320,443,TCP,HTTPS
21321,21321,443,TCP,HTTPS
21322,21322,443,TCP,HTTPS
21323,21323,443,TCP,HTTPS
21324,21324,443,TCP,HTTPS
21325,21325,443,TCP,HTTPS
21326,21326,443,TCP,HTTPS
21327,21327,443,TCP,HTTPS
21328,21328,443,TCP,HTTPS
21329,21329,443,TCP,HTTPS
21330,21330,443,TCP,HTTPS
21331,21331,443,TCP,HTTPS
21332,21332,443,TCP,HTTPS
21333,21333,443,TCP,HTTPS
21334,21334,443,TCP,HTTPS
21335,21335,443,TCP,HTTPS
21336,21336,443,TCP,HTTPS
21337,21337,443,TCP,HTTPS
21338,21338,443,TCP,HTTPS
21339,21339,443,TCP,HTTPS
21340,21340,443,TCP,HTTPS
21341,21341,443,TCP,HTTPS
21342,21342,443,TCP,HTTPS
21343,21343,443,TCP,HTTPS
21344,21344,443,TCP,HTTPS
21345,21345,443,TCP,HTTPS
21346,21346,443,TCP,HTTPS
21347,21347,443,TCP,HTTPS
21348,21348,443,TCP,HTTPS
21349,21349,443,TCP,HTTPS
21350,21350,443,TCP,HTTPS
21351,21351,443,TCP,HTTPS
21352,21352,443,TCP,HTTPS
21353,21353,443,TCP,HTTPS
21354,21354,443,TCP,HTTPS
21355,21355,443,TCP,HTTPS
21356,21356,443,TCP,HTTPS
21357,21357,443,TCP,HTTPS
21358,21358,443,TCP,HTTPS
21359,21359,443,TCP,HTTPS
21360,21360,443,TCP,HTTPS
21361,21361,443,TCP,HTTPS
21362,21362,443,TCP,HTTPS
21363,21363,443,TCP,HTTPS
21364,21364,443,TCP,HTTPS
21365,21365,443,TCP,HTTPS
21366,21366,443,TCP,HTTPS
21367,21367,443,TCP,HTTPS
21368,21368,443,TCP,HTTPS
21369,21369,443,TCP,HTTPS
21370,21370,443,TCP,HTTPS
21371,21371,443,TCP,HTTPS
21372,21372,443,TCP,HTTPS
21373,21373,443,TCP,HTTPS
21374,21374,443,TCP,HTTPS
21375,21375,443,TCP,HTTPS
21376,21376,443,TCP,HTTPS
21377,21377,443,TCP,HTTPS
21378,21378,443,TCP,HTTPS
21379,21379,443,TCP,HTTPS
21380,21380,443,TCP,HTTPS
21381,21381,80,TCP,HTTP
21382,21382,80,TCP,HTTP
21383,21383,80,TCP,HTTP
21384,21384,80,TCP,HTTP
21385,21385,443,TCP,HTTPS
21386,21386,443,TCP,HTTPS
21387,21387,443,TCP,HTTPS
21388,21388,443,TCP,HTTPS
21389,21389,443,TCP,HTTPS
21390,21390,443,TCP,HTTPS
21391,21391,443,TCP,HTTPS
21392,21392,443,TCP,HTTPS
21393,21393,443,TCP,HTTPS
21394,21394,443,TCP,HTTPS
21395,21395,443,TCP,HTTPS
21396,21396,443,TCP,HTTPS
21397,21397,443,TCP,HTTPS
21398,21398,443,TCP,HTTPS
21399,21399,443,TCP,HTTPS
21400,21400,443,TCP,HTTPS
21401,21401,443,TCP,HTTPS
21402,21402,443,TCP,HTTPS
21403,21403,443,TCP,HTTPS
21404,21404,443,TCP,HTTPS
21405,21405,443,TCP,HTTPS
21406,21406,443,TCP,HTTPS
21407,21407,443,UDP,HTTPS
21408,21408,443,UDP,HTTPS
21409,21409,443,TCP,HTTPS
21410,21410,443,TCP,HTTPS
21411,21411,443,TCP,HTTPS
21412,21412,443,TCP,HTTPS
21413,21413,443,TCP,HTTPS
21414,21414,443,TCP,HTTPS
21415,21415,443,TCP,HTTPS
21416,21416,443,TCP,HTTPS
21417,21417,443,TCP,HTTPS
21418,21418,443,TCP,HTTPS
21419,21419,443,TCP,HTTPS
21420,21420,443,TCP,HTTPS
21421,21421,443,TCP,HTTPS
21422,21422,443,TCP,HTTPS
21423,21423,443,TCP,HTTPS
21424,21424,443,TCP,HTTPS
21425,21425,443,TCP,HTTPS
21426,21426,443,TCP,HTTPS
21427,21427,443,TCP,HTTPS
21428,21428,443,TCP,HTTPS
21429,21429,443,TCP,HTTPS
21430,21430,443,TCP,HTTPS
21431,21431,443,TCP,HTTPS
21432,21432,443,TCP,HTTPS
21433,21433,443,TCP,HTTPS
21434,21434,443,TCP,HTTPS
21435,21435,443,TCP,HTTPS
21436,21436,443,TCP,HTTPS
21437,21437,443,TCP,HTTPS
21438,21438,443,TCP,HTTPS
21439,21439,443,UDP,HTTPS
21440,21440,443,UDP,HTTPS
21441,21441,443,TCP,HTTPS
21442,21442,443,TCP,HTTPS
21443,21443,443,UDP,HTTPS
21444,21444,443,UDP,HTTPS
21445,21445,443,TCP,HTTPS
21446,21446,443,TCP,HTTPS
21447,21447,443,TCP,HTTPS
21448,21448,443,TCP,HTTPS
21449,21449,443,TCP,HTTPS
21450,21450,443,TCP,HTTPS
21451,21451,443,TCP,HTTPS
21452,21452,443,TCP,HTTPS
21453,21453,443,TCP,HTTPS
21454,21454,443,TCP,HTTPS
21455,21455,443,TCP,HTTPS
21456,21456,443,TCP,HTTPS
21457,21457,443,TCP,HTTPS
21458,21458,443,TCP,HTTPS
21459,21459,443,TCP,HTTPS
21460,21460,443,TCP,HTTPS
21461,21461,443,TCP,HTTPS
21462,21462,443,TCP,HTTPS
21463,21463,443,TCP,HTTPS
21464,21464,443,TCP,HTTPS
21465,21465,443,TCP,HTTPS
21466,21466,443,TCP,HTTPS
21467,21467,443,UDP,HTTPS
21468,21468,443,UDP,HTTPS
21469,21469,443,TCP,HTTPS
21470,21470,443,TCP,HTTPS
21471,21471,443,TCP,HTTPS
21472,21472,443,TCP,HTTPS
21473,21473,443,TCP,HTTPS
21474,21474,443,TCP,HTTPS
21475,21475,443,TCP,HTTPS
21476,21476,443,TCP,HTTPS
21477,21477,443,TCP,HTTPS
21478,21478,443,TCP,HTTPS
21479,21479,443,TCP,HTTPS
21480,21480,443,TCP,HTTPS
21481,21481,443,TCP,HTTPS
21482,21482,443,TCP,HTTPS
21483,21483,443,TCP,HTTPS
21484,21484,443,TCP,HTTPS
21485,21485,443,TCP,HTTPS
21486,21486,443,TCP,HTTPS
21487,21487,443,TCP,HTTPS
21488,21488,443,TCP,HTTPS
21489,21489,443,TCP,HTTPS
21490,21490,443,TCP,HTTPS
21491,21491,443,TCP,HTTPS
21492,21492,443,TCP,HTTPS
21493,21493,443,TCP,HTTPS
21494,21494,443,TCP,HTTPS
21495,21495,443,TCP,HTTPS
21496,21496,443,TCP,HTTPS
21497,21497,80,TCP,HTTP
21498,21498,80,TCP,HTTP
21499,21499,443,TCP,HTTPS
21500,21500,443,TCP,HTTPS
21501,21501,80,TCP,HTTP
21502,21502,80,TCP,HTTP
21503,21503,443,TCP,HTTPS
21504,21504,443,TCP,HTTPS
21505,21505,443,TCP,HTTPS
21506,21506,443,TCP,HTTPS
21507,21507,443,TCP,HTTPS
21508,21508,443,TCP,HTTPS
21509,21509,443,TCP,HTTPS
21510,21510,443,TCP,HTTPS
21511,21511,443,TCP,HTTPS
21512,21512,443,TCP,HTTPS
21513,21513,443,TCP,HTTPS
21514,21514,443,TCP,HTTPS
21515,21515,443,TCP,HTTPS
21516,21516,443,TCP,HTTPS
21517,21517,443,UDP,HTTPS
21518,21518,443,UDP,HTTPS
21519,21519,443,TCP,HTTPS
21520,21520,443,TCP,HTTPS
21521,21521,443,TCP,HTTPS
21522,21522,443,TCP,HTTPS
21523,21523,443,TCP,HTTPS
21524,21524,443,TCP,HTTPS
21525,21525,443,TCP,HTTPS
21526,21526,443,TCP,HTTPS
21527,21527,443,TCP,HTTPS
21528,21528,443,TCP,HTTPS
21529,21529,443,TCP,HTTPS
21530,21530,443,TCP,HTTPS
21531,21531,443,TCP,HTTPS
21532,21532,443,TCP,HTTPS
21533,21533,443,TCP,HTTPS
21534,21534,443,TCP,HTTPS
21535,21535,443,TCP,HTTPS
21536,21536,443,TCP,HTTPS
21537,21537,443,TCP,HTTPS
21538,21538,443,TCP,HTTPS
21539,21539,80,TCP,HTTP
21540,21540,80,TCP,HTTP
21541,21541,443,TCP,HTTPS
21542,21542,443,TCP,HTTPS
21543,21543,443,TCP,HTTPS
21544,21544,443,TCP,HTTPS
21545,21545,443,TCP,HTTPS
21546,21546,443,TCP,HTTPS
21547,21547,443,TCP,HTTPS
21548,21548,443,TCP,HTTPS
21549,21549,443,TCP,HTTPS
21550,21550,443,TCP,HTTPS
21551,21551,443,TCP,HTTPS
21552,21552,443,TCP,HTTPS
21553,21553,443,TCP,HTTPS
21554,21554,443,TCP,HTTPS
21555,21555,443,TCP,HTTPS
21556,21556,443,TCP,HTTPS
21557,21557,443,TCP,HTTPS
21558,21558,443,TCP,HTTPS
21559,21559,443,TCP,HTTPS
21560,21560,443,TCP,HTTPS
21561,21561,443,TCP,HTTPS
21562,21562,443,TCP,HTTPS
21563,21563,443,TCP,HTTPS
21564,21564,443,TCP,HTTPS
21565,21565,443,TCP,HTTPS
21566,21566,443,TCP,HTTPS
21567,21567,443,TCP,HTTPS
21568,21568,443,TCP,HTTPS
21569,21569,443,TCP,HTTPS
21570,21570,443,TCP,HTTPS
21571,21571,443,TCP,HTTPS
21572,21572,443,TCP,HTTPS
21573,21573,443,TCP,HTTPS
21574,21574,443,TCP,HTTPS
21575,21575,443,TCP,HTTPS
21576,21576,443,TCP,HTTPS
21577,21577,443,TCP,HTTPS
21578,21578,443,TCP,HTTPS
21579,21579,443,TCP,HTTPS
21580,21580,443,TCP,HTTPS
21581,21581,443,TCP,HTTPS
21582,21582,443,TCP,HTTPS
21583,21583,443,TCP,HTTPS
21584,21584,443,TCP,HTTPS
21585,21585,443,TCP,HTTPS
21586,21586,443,TCP,HTTPS
21587,21587,443,TCP,HTTPS
21588,21588,443,TCP,HTTPS
21589,21589,443,TCP,HTTPS
21590,21590,443,TCP,HTTPS
21591,21591,443,TCP,HTTPS
21592,21592,443,TCP,HTTPS
21593,21593,443,TCP,HTTPS
21594,21594,443,TCP,HTTPS
21595,21595,443,TCP,HTTPS
21596,21596,443,TCP,HTTPS
21597,21597,443,TCP,HTTPS
21598,21598,443,TCP,HTTPS
21599,21599,443,TCP,HTTPS
21600,21600,443,TCP,HTTPS
21601,21601,443,TCP,HTTPS
21602,21602,443,TCP,HTTPS
21603,21603,443,TCP,HTTPS
21604,21604,443,TCP,HTTPS
21605,21605,443,TCP,HTTPS
21606,21606,443,TCP,HTTPS
21607,21607,443,TCP,HTTPS
21608,21608,443,TCP,HTTPS
21609,21609,443,TCP,HTTPS
21610,21610,443,TCP,HTTPS
21611,21611,443,TCP,HTTPS
21612,21612,443,TCP,HTTPS
21613,21613,443,UDP,HTTPS
21614,21614,443,UDP,HTTPS
21615,21615,443,UDP,HTTPS
21616,21616,443,UDP,HTTPS
21617,21617,443,TCP,HTTPS
21618,21618,443,TCP,HTTPS
21619,21619,443,UDP,HTTPS
21620,21620,443,UDP,HTTPS
21621,21621,443,UDP,HTTPS
21622,21622,443,UDP,HTTPS
21623,21623,443,TCP,HTTPS
21624,21624,443,TCP,HTTPS
21625,21625,443,TCP,HTTPS
21626,21626,443,TCP,HTTPS
21627,21627,443,TCP,HTTPS
21628,21628,443,TCP,HTTPS
21629,21629,443,TCP,HTTPS
21630,21630,443,TCP,HTTPS
21631,21631,443,TCP,HTTPS
21632,21632,443,TCP,HTTPS
21633,21633,443,TCP,HTTPS
21634,21634,443,TCP,HTTPS
21635,21635,443,TCP,HTTPS
21636,21636,443,TCP,HTTPS
21637,21637,443,TCP,HTTPS
21638,21638,443,TCP,HTTPS
21639,21639,443,TCP,HTTPS
21640,21640,443,TCP,HTTPS
21641,21641,443,TCP,HTTPS
21642,21642,443,TCP,HTTPS
21643,21643,443,TCP,HTTPS
21644,21644,443,TCP,HTTPS
21645,21645,443,TCP,HTTPS
21646,21646,443,TCP,HTTPS
21647,21647,443,TCP,HTTPS
21648,21648,443,TCP,HTTPS
21649,21649,443,TCP,HTTPS
21650,21650,443,TCP,HTTPS
21651,21651,443,TCP,HTTPS
21652,21652,443,TCP,HTTPS
21653,21653,443,TCP,HTTPS
21654,21654,443,TCP,HTTPS
21655,21655,443,TCP,HTTPS
21656,21656,443,TCP,HTTPS
21657,21657,443,TCP,HTTPS
21658,21658,443,TCP,HTTPS
21659,21659,443,TCP,HTTPS
21660,21660,443,TCP,HTTPS
21661,21661,443,TCP,HTTPS
21662,21662,443,TCP,HTTPS
21663,21663,443,TCP,HTTPS
21664,21664,443,TCP,HTTPS
21665,21665,443,TCP,HTTPS
21666,21666,443,TCP,HTTPS
21667,21667,443,TCP,HTTPS
21668,21668,443,TCP,HTTPS
21669,21669,443,TCP,HTTPS
21670,21670,443,TCP,HTTPS
21671,21671,443,TCP,HTTPS
21672,21672,443,TCP,HTTPS
21673,21673,443,TCP,HTTPS
21674,21674,443,TCP,HTTPS
21675,21675,443,TCP,HTTPS
21676,21676,443,TCP,HTTPS
21677,21677,443,TCP,HTTPS
21678,21678,443,TCP,HTTPS
21679,21679,443,TCP,HTTPS
21680,21680,443,TCP,HTTPS
21681,21681,443,TCP,HTTPS
21682,21682,443,TCP,HTTPS
21683,21683,80,TCP,HTTP
21684,21684,80,TCP,HTTP
21685,21685,443,TCP,HTTPS
21686,21686,443,TCP,HTTPS
21687,21687,443,TCP,HTTPS
21688,21688,443,TCP,HTTPS
21689,21689,443,TCP,HTTPS
21690,21690,443,TCP,HTTPS
21691,21691,443,TCP,HTTPS
21692,21692,443,TCP,HTTPS
21693,21693,443,TCP,HTTPS
21694,21694,443,TCP,HTTPS
21695,21695,443,TCP,HTTPS
21696,21696,443,TCP,HTTPS
21697,21697,443,TCP,HTTPS
21698,21698,443,TCP,HTTPS
21699,21699,443,UDP,HTTPS
21700,21700,443,UDP,HTTPS
21701,21701,161,UDP,SNMP
21702,21702,161,UDP,SNMP
21703,21703,443,TCP,HTTPS
21704,21704,443,TCP,HTTPS
21705,21705,443,TCP,HTTPS
21706,21706,443,TCP,HTTPS
21707,21707,443,TCP,HTTPS
21708,21708,443,TCP,HTTPS
21709,21709,443,TCP,HTTPS
21710,21710,443,TCP,HTTPS
21711,21711,443,TCP,HTTPS
21712,21712,443,TCP,HTTPS
21713,21713,443,TCP,HTTPS
21714,21714,443,TCP,HTTPS
21715,21715,443,TCP,HTTPS
21716,21716,443,TCP,HTTPS
21717,21717,443,UDP,HTTPS
21718,21718,443,UDP,HTTPS
21719,21719,443,TCP,HTTPS
21720,21720,443,TCP,HTTPS
21721,21721,443,TCP,HTTPS
21722,21722,443,TCP,HTTPS
21723,21723,443,UDP,HTTPS
21724,21724,443,UDP,HTTPS
21725,21725,443,UDP,HTTPS
21726,21726,443,UDP,HTTPS
21727,21727,443,TCP,HTTPS
21728,21728,443,TCP,HTTPS
21729,21729,443,TCP,HTTPS
21730,21730,443,TCP,HTTPS
21731,21731,443,TCP,HTTPS
21732,21732,443,TCP,HTTPS
21733,21733,443,TCP,HTTPS
21734,21734,443,TCP,HTTPS
21735,21735,443,TCP,HTTPS
21736,21736,443,TCP,HTTPS
21737,21737,443,TCP,HTTPS
21738,21738,443,TCP,HTTPS
21739,21739,443,TCP,HTTPS
21740,21740,443,TCP,HTTPS
21741,21741,80,TCP,HTTP
21742,21742,80,TCP,HTTP
21743,21743,443,UDP,HTTPS
21744,21744,443,UDP,HTTPS
21745,21745,443,TCP,HTTPS
21746,21746,443,TCP,HTTPS
21747,21747,443,TCP,HTTPS
21748,21748,443,TCP,HTTPS
21749,21749,443,TCP,HTTPS
21750,21750,443,TCP,HTTPS
21751,21751,443,TCP,HTTPS
21752,21752,443,TCP,HTTPS
21753,21753,443,TCP,HTTPS
21754,21754,443,TCP,HTTPS
21755,21755,443,TCP,HTTPS
21756,21756,443,TCP,HTTPS
21757,21757,443,TCP,HTTPS
21758,21758,443,TCP,HTTPS
21759,21759,443,TCP,HTTPS
21760,21760,443,TCP,HTTPS
21761,21761,443,TCP,HTTPS
21762,21762,443,TCP,HTTPS
21763,21763,443,TCP,HTTPS
21764,21764,443,TCP,HTTPS
21765,21765,443,TCP,HTTPS
21766,21766,443,TCP,HTTPS
21767,21767,443,UDP,HTTPS
21768,21768,443,UDP,HTTPS
21769,21769,443,UDP,HTTPS
21770,21770,443,UDP,HTTPS
21771,21771,443,TCP,HTTPS
21772,21772,443,TCP,HTTPS
21773,21773,443,TCP,HTTPS
21774,21774,443,TCP,HTTPS
21775,21775,443,TCP,HTTPS
21776,21776,443,TCP,HTTPS
21777,21777,443,TCP,HTTPS
21778,21778,443,TCP,HTTPS
21779,21779,443,TCP,HTTPS
21780,21780,443,TCP,HTTPS
21781,21781,443,TCP,HTTPS
21782,21782,443,TCP,HTTPS
21783,21783,443,TCP,HTTPS
21784,21784,443,TCP,HTTPS
21785,21785,443,TCP,HTTPS
21786,21786,443,TCP,HTTPS
21787,21787,443,TCP,HTTPS
21788,21788,443,TCP,HTTPS
21789,21789,443,TCP,HTTPS
21790,21790,443,TCP,HTTPS
21791,21791,80,TCP,HTTP
21792,21792,80,TCP,HTTP
21793,21793,443,UDP,HTTPS
21794,21794,443,UDP,HTTPS
21795,21795,443,TCP,HTTPS
21796,21796,443,TCP,HTTPS
21797,21797,443,TCP,HTTPS
21798,21798,443,TCP,HTTPS
21799,21799,443,TCP,HTTPS
21800,21800,443,TCP,HTTPS
21801,21801,443,TCP,HTTPS
21802,21802,443,TCP,HTTPS
21803,21803,443,TCP,HTTPS
21804,21804,443,TCP,HTTPS
21805,21805,443,TCP,HTTPS
21806,21806,443,TCP,HTTPS
21807,21807,80,TCP,HTTP
21808,21808,80,TCP,HTTP
21809,21809,443,TCP,HTTPS
21810,21810,443,TCP,HTTPS
21811,21811,443,TCP,HTTPS
21812,21812,443,TCP,HTTPS
21813,21813,80,TCP,HTTP
21814,21814,80,TCP,HTTP
21815,21815,443,TCP,HTTPS
21816,21816,443,TCP,HTTPS
21817,21817,443,TCP,HTTPS
21818,21818,443,TCP,HTTPS
21819,21819,443,TCP,HTTPS
21820,21820,443,TCP,HTTPS
21821,21821,443,TCP,HTTPS
21822,21822,443,TCP,HTTPS
21823,21823,443,TCP,HTTPS
21824,21824,443,TCP,HTTPS
21825,21825,443,TCP,HTTPS
21826,21826,443,TCP,HTTPS
21827,21827,443,TCP,HTTPS
21828,21828,443,TCP,HTTPS
21829,21829,443,TCP,HTTPS
21830,21830,443,TCP,HTTPS
21831,21831,443,TCP,HTTPS
21832,21832,443,TCP,HTTPS
21833,21833,443,TCP,HTTPS
21834,21834,443,TCP,HTTPS
21835,21835,443,TCP,HTTPS
21836,21836,443,TCP,HTTPS
21837,21837,443,TCP,HTTPS
21838,21838,443,TCP,HTTPS
21839,21839,443,TCP,HTTPS
21840,21840,443,TCP,HTTPS
21841,21841,80,TCP,HTTP
21842,21842,80,TCP,HTTP
21843,21843,443,TCP,HTTPS
21844,21844,443,TCP,HTTPS
21845,21845,443,TCP,HTTPS
21846,21846,443,TCP,HTTPS
