Unnamed: 0,DESTPORT,PROTOCOL,SERVICE,INDEX_COLUMN
13608,443,TCP,HTTPS,13608
13609,443,TCP,HTTPS,13609
13610,443,TCP,HTTPS,13610
13611,22,TCP,SSH,13611
13612,80,TCP,HTTP,13612
13613,443,TCP,HTTPS,13613
13614,443,TCP,HTTPS,13614
13615,443,TCP,HTTPS,13615
13616,443,TCP,HTTPS,13616
13617,443,TCP,HTTPS,13617
13618,5900,UDP,ICAP,13618
13619,53,UDP,DNS,13619
13620,21,TCP,FTP,13620
13621,21,TCP,FTP,13621
13622,443,TCP,HTTPS,13622
13623,6969,TCP,VNC,13623
13624,53,UDP,DNS,13624
13625,161,UDP,SNMP,13625
13626,443,TCP,HTTPS,13626
13627,3128,TCP,HTTP,13627
13628,53,UDP,DNS,13628
13629,53,UDP,DNS,13629
13630,53,TCP,MDS,13630
13631,443,TCP,HTTPS,13631
13632,443,TCP,HTTPS,13632
13633,443,TCP,HTTPS,13633
13634,443,TCP,HTTPS,13634
13635,443,TCP,HTTPS,13635
13636,443,TCP,HTTPS,13636
13637,80,TCP,HTTP,13637
13638,443,UDP,HTTPS,13638
13639,443,TCP,HTTPS,13639
13640,80,TCP,HTTP,13640
13641,443,TCP,HTTPS,13641
13642,443,TCP,HTTPS,13642
13643,443,TCP,HTTPS,13643
13644,80,TCP,HTTP,13644
13645,443,TCP,HTTPS,13645
13646,21,TCP,FTP,13646
13647,443,TCP,HTTPS,13647
13648,53,UDP,DNS,13648
13649,53,UDP,DNS,13649
13650,53,UDP,DNS,13650
13651,3128,UDP,DNS,13651
13652,443,TCP,HTTPS,13652
13653,53,UDP,DNS,13653
13654,21,TCP,FTP,13654
13655,443,TCP,HTTPS,13655
13656,443,TCP,HTTPS,13656
13657,443,TCP,HTTPS,13657
13658,443,TCP,HTTPS,13658
13659,443,TCP,HTTPS,13659
13660,443,TCP,HTTPS,13660
13661,443,TCP,HTTPS,13661
13662,443,TCP,HTTPS,13662
13663,443,TCP,HTTPS,13663
13664,443,TCP,HTTPS,13664
13665,443,TCP,HTTPS,13665
13666,443,TCP,HTTPS,13666
13667,443,UDP,HTTPS,13667
13668,443,TCP,HTTPS,13668
13669,6969,UDP,ACMSODA,13669
13670,80,TCP,HTTP,13670
13671,443,TCP,HTTPS,13671
13672,53,UDP,DNS,13672
13673,443,TCP,HTTPS,13673
13674,21,UDP,DAAPD,13674
13675,443,TCP,HTTPS,13675
13676,443,TCP,HTTPS,13676
13677,443,TCP,HTTPS,13677
13678,443,TCP,HTTPS,13678
13679,443,TCP,HTTPS,13679
13680,5061,TCP,ISAKMP,13680
13681,443,TCP,HTTPS,13681
13682,443,TCP,HTTPS,13682
13683,443,TCP,HTTPS,13683
13684,443,TCP,HTTPS,13684
13685,21,TCP,FTP,13685
13686,53,UDP,DNS,13686
13687,443,TCP,HTTPS,13687
13688,443,TCP,HTTPS,13688
13689,443,TCP,HTTPS,13689
13690,443,TCP,HTTPS,13690
13691,53,UDP,DNS,13691
13692,161,UDP,SNMP,13692
13693,443,TCP,HTTPS,13693
13694,21,TCP,FTP,13694
13695,443,TCP,HTTPS,13695
13696,443,TCP,HTTPS,13696
13697,443,UDP,HTTPS,13697
13698,443,TCP,HTTPS,13698
13699,443,TCP,HTTPS,13699
13700,53,UDP,DNS,13700
13701,443,TCP,HTTPS,13701
13702,443,TCP,HTTPS,13702
13703,22,TCP,SSH,13703
13704,443,TCP,HTTPS,13704
13705,443,TCP,HTTPS,13705
13706,443,TCP,HTTPS,13706
13707,443,TCP,HTTPS,13707
13708,443,TCP,HTTPS,13708
13709,443,UDP,HTTPS,13709
13710,21,TCP,FTP,13710
13711,443,TCP,HTTPS,13711
13712,80,TCP,HTTP,13712
13713,443,UDP,HTTPS,13713
13714,9100,TCP,HPSERVICE,13714
13715,80,TCP,HTTP,13715
13716,443,TCP,HTTPS,13716
13717,443,TCP,HTTPS,13717
13718,21,TCP,FTP,13718
13719,443,TCP,HTTPS,13719
13720,443,TCP,HTTPS,13720
13721,443,UDP,HTTPS,13721
13722,5432,UDP,DAAPD,13722
13723,80,TCP,HTTP,13723
13724,443,TCP,HTTPS,13724
13725,443,TCP,HTTPS,13725
13726,21,TCP,FTP,13726
13727,161,UDP,SNMP,13727
13728,3128,UDP,DNS,13728
13729,443,TCP,HTTPS,13729
13730,443,TCP,HTTPS,13730
13731,443,TCP,HTTPS,13731
13732,443,TCP,HTTPS,13732
13733,53,UDP,DNS,13733
13734,443,TCP,HTTPS,13734
13735,5222,TCP,XMPP,13735
13736,443,TCP,HTTPS,13736
13737,443,UDP,HTTPS,13737
13738,53,UDP,DNS,13738
13739,443,TCP,HTTPS,13739
13740,5222,UDP,PGSQL,13740
13741,53,UDP,DNS,13741
13742,161,UDP,IRDMI,13742
13743,443,TCP,HTTPS,13743
13744,443,TCP,HTTPS,13744
13745,443,TCP,HTTPS,13745
13746,443,TCP,HTTPS,13746
13747,53,UDP,DNS,13747
13748,443,TCP,HTTPS,13748
13749,21,TCP,FTP,13749
13750,443,TCP,HTTPS,13750
13751,443,TCP,HTTPS,13751
13752,443,TCP,HTTPS,13752
13753,443,TCP,HTTPS,13753
13754,22,UDP,SIP,13754
13755,3128,TCP,HTTP,13755
13756,443,TCP,HTTPS,13756
13757,53,UDP,DNS,13757
13758,443,TCP,HTTPS,13758
13759,443,TCP,HTTPS,13759
13760,443,TCP,HTTPS,13760
13761,443,TCP,HTTPS,13761
13762,443,TCP,HTTPS,13762
13763,80,TCP,HTTP,13763
13764,443,TCP,HTTPS,13764
13765,53,UDP,DNS,13765
13766,53,UDP,DNS,13766
13767,443,TCP,HTTPS,13767
13768,443,TCP,HTTPS,13768
13769,443,TCP,HTTPS,13769
13770,80,TCP,HTTP,13770
13771,443,TCP,HTTPS,13771
13772,443,TCP,HTTPS,13772
13773,443,TCP,HTTPS,13773
13774,443,TCP,HTTPS,13774
13775,443,TCP,HTTPS,13775
13776,5222,UDP,ACMSODA,13776
13777,443,TCP,HTTPS,13777
13778,53,UDP,DNS,13778
13779,80,TCP,HTTP,13779
13780,22,TCP,SSH,13780
13781,443,TCP,HTTPS,13781
13782,443,TCP,HTTPS,13782
13783,53,UDP,DNS,13783
13784,443,TCP,HTTPS,13784
13785,5222,TCP,XMPP,13785
13786,443,TCP,HTTPS,13786
13787,443,TCP,HTTPS,13787
13788,443,TCP,HTTPS,13788
13789,443,TCP,HTTPS,13789
13790,21,TCP,FTP,13790
13791,443,TCP,HTTPS,13791
13792,443,TCP,HTTPS,13792
13793,443,TCP,HTTPS,13793
13794,5060,UDP,SIP,13794
13795,443,TCP,HTTPS,13795
13796,443,TCP,HTTPS,13796
13797,53,UDP,DNS,13797
13798,443,TCP,HTTPS,13798
13799,21,TCP,FTP,13799
13800,443,TCP,HTTPS,13800
13801,1433,UDP,ACMSODA,13801
13802,5060,UDP,SIP,13802
13803,443,TCP,HTTPS,13803
13804,443,TCP,HTTPS,13804
13805,443,TCP,HTTPS,13805
13806,443,UDP,HTTPS,13806
13807,53,UDP,DNS,13807
13808,53,UDP,DNS,13808
13809,80,TCP,HTTP,13809
13810,21,TCP,FTP,13810
13811,443,TCP,HTTPS,13811
13812,53,UDP,DNS,13812
13813,443,TCP,HTTPS,13813
13814,443,TCP,HTTPS,13814
13815,443,TCP,HTTPS,13815
13816,80,TCP,HTTP,13816
13817,443,TCP,HTTPS,13817
13818,443,TCP,HTTPS,13818
13819,80,TCP,HTTP,13819
13820,443,TCP,HTTPS,13820
13821,443,TCP,HTTPS,13821
13822,53,UDP,DNS,13822
13823,5222,TCP,XMPP,13823
13824,443,TCP,HTTPS,13824
13825,443,TCP,HTTPS,13825
13826,443,TCP,HTTPS,13826
13827,443,TCP,HTTPS,13827
13828,443,TCP,HTTPS,13828
13829,443,TCP,HTTPS,13829
13830,80,TCP,HTTP,13830
13831,443,TCP,HTTPS,13831
13832,53,UDP,DNS,13832
13833,443,TCP,HTTPS,13833
13834,443,TCP,HTTPS,13834
13835,443,TCP,HTTPS,13835
13836,443,TCP,HTTPS,13836
13837,443,TCP,HTTPS,13837
13838,80,TCP,HTTP,13838
13839,443,TCP,HTTPS,13839
13840,21,TCP,FTP,13840
13841,443,TCP,HTTPS,13841
13842,443,TCP,HTTPS,13842
13843,443,TCP,HTTPS,13843
13844,443,TCP,HTTPS,13844
13845,443,TCP,HTTPS,13845
13846,443,TCP,HTTPS,13846
13847,443,TCP,HTTPS,13847
13848,443,TCP,HTTPS,13848
13849,80,TCP,HTTP,13849
13850,443,TCP,HTTPS,13850
13851,443,TCP,HTTPS,13851
13852,443,TCP,HTTPS,13852
13853,443,TCP,HTTPS,13853
13854,443,TCP,HTTPS,13854
13855,443,TCP,HTTPS,13855
13856,443,TCP,HTTPS,13856
13857,500,TCP,ISAKMP,13857
13858,443,TCP,HTTPS,13858
13859,443,TCP,HTTPS,13859
13860,443,TCP,HTTPS,13860
13861,53,UDP,DNS,13861
13862,80,TCP,HTTP,13862
13863,21,TCP,FTP,13863
13864,5222,TCP,XMPP,13864
13865,443,TCP,HTTPS,13865
13866,443,TCP,HTTPS,13866
13867,80,TCP,HTTP,13867
13868,53,UDP,DNS,13868
13869,443,TCP,HTTPS,13869
13870,161,TCP,SIP,13870
13871,443,TCP,HTTPS,13871
13872,443,TCP,HTTPS,13872
13873,443,TCP,HTTPS,13873
13874,443,TCP,HTTPS,13874
13875,443,TCP,HTTPS,13875
13876,443,TCP,HTTPS,13876
13877,53,UDP,DNS,13877
13878,443,TCP,HTTPS,13878
13879,443,UDP,HTTPS,13879
13880,443,TCP,HTTPS,13880
13881,443,TCP,HTTPS,13881
13882,443,TCP,HTTPS,13882
13883,443,TCP,HTTPS,13883
13884,443,TCP,HTTPS,13884
13885,443,TCP,HTTPS,13885
13886,443,TCP,HTTPS,13886
13887,443,TCP,HTTPS,13887
13888,21,TCP,FTP,13888
13889,53,UDP,DNS,13889
13890,443,TCP,HTTPS,13890
13891,443,TCP,HTTPS,13891
13892,53,UDP,DNS,13892
13893,443,TCP,HTTPS,13893
13894,443,TCP,HTTPS,13894
13895,443,TCP,HTTPS,13895
13896,6969,TCP,SNMP,13896
13897,443,TCP,HTTPS,13897
13898,443,TCP,HTTPS,13898
13899,443,UDP,HTTPS,13899
13900,3128,TCP,HTTP,13900
13901,443,TCP,HTTPS,13901
13902,443,TCP,HTTPS,13902
13903,443,TCP,HTTPS,13903
13904,443,TCP,HTTPS,13904
13905,21,TCP,FTP,13905
13906,443,TCP,HTTPS,13906
13907,21,TCP,FTP,13907
13908,443,TCP,HTTPS,13908
13909,80,TCP,HTTP,13909
13910,443,TCP,HTTPS,13910
13911,443,TCP,HTTPS,13911
13912,443,TCP,HTTPS,13912
13913,80,TCP,HTTP,13913
13914,21,TCP,FTP,13914
13915,443,TCP,HTTPS,13915
13916,443,TCP,HTTPS,13916
13917,443,TCP,HTTPS,13917
13918,443,TCP,HTTPS,13918
13919,443,TCP,HTTPS,13919
13920,443,TCP,HTTPS,13920
13921,443,TCP,HTTPS,13921
13922,53,UDP,DNS,13922
13923,53,UDP,DNS,13923
13924,443,TCP,HTTPS,13924
13925,53,TCP,DNS,13925
13926,443,TCP,HTTPS,13926
13927,443,TCP,HTTPS,13927
13928,80,TCP,HTTP,13928
13929,443,TCP,HTTPS,13929
13930,443,TCP,HTTPS,13930
13931,443,TCP,HTTPS,13931
13932,443,TCP,HTTPS,13932
13933,443,TCP,HTTPS,13933
13934,53,UDP,DNS,13934
13935,443,TCP,HTTPS,13935
13936,443,TCP,HTTPS,13936
13937,443,TCP,HTTPS,13937
13938,443,TCP,HTTPS,13938
13939,21,TCP,FTP,13939
13940,443,TCP,HTTPS,13940
13941,443,TCP,HTTPS,13941
13942,443,TCP,HTTPS,13942
13943,443,TCP,HTTPS,13943
13944,443,TCP,HTTPS,13944
13945,443,TCP,HTTPS,13945
13946,443,UDP,HTTPS,13946
13947,80,TCP,HTTP,13947
13948,443,TCP,HTTPS,13948
13949,443,TCP,HTTPS,13949
13950,53,UDP,DNS,13950
13951,443,TCP,HTTPS,13951
13952,53,UDP,DNS,13952
13953,443,UDP,HTTPS,13953
13954,443,TCP,HTTPS,13954
13955,443,TCP,HTTPS,13955
13956,443,UDP,HTTPS,13956
13957,443,TCP,HTTPS,13957
13958,80,TCP,HTTP,13958
13959,587,TCP,IMAP4,13959
13960,443,TCP,HTTPS,13960
13961,53,UDP,DNS,13961
13962,443,TCP,HTTPS,13962
13963,80,TCP,HTTP,13963
13964,21,TCP,FTP,13964
13965,53,UDP,DNS,13965
13966,443,TCP,HTTPS,13966
13967,443,TCP,HTTPS,13967
13968,443,TCP,HTTPS,13968
13969,53,UDP,DNS,13969
13970,443,TCP,HTTPS,13970
13971,443,TCP,HTTPS,13971
13972,3128,TCP,HTTP,13972
13973,53,UDP,DNS,13973
13974,443,TCP,HTTPS,13974
13975,587,UDP,HTTPS,13975
13976,443,TCP,HTTPS,13976
13977,443,TCP,HTTPS,13977
13978,53,UDP,DNS,13978
13979,443,TCP,HTTPS,13979
13980,443,TCP,HTTPS,13980
13981,443,TCP,HTTPS,13981
13982,80,TCP,HTTP,13982
13983,80,TCP,HTTP,13983
13984,443,TCP,HTTPS,13984
13985,443,TCP,HTTPS,13985
13986,443,TCP,HTTPS,13986
13987,5060,UDP,FTP,13987
13988,443,TCP,HTTPS,13988
13989,80,TCP,HTTP,13989
13990,53,UDP,DNS,13990
13991,443,TCP,HTTPS,13991
13992,443,TCP,HTTPS,13992
13993,53,UDP,DNS,13993
13994,443,TCP,HTTPS,13994
13995,80,TCP,HTTP,13995
13996,53,UDP,DNS,13996
13997,443,UDP,HTTPS,13997
13998,443,TCP,HTTPS,13998
13999,443,TCP,HTTPS,13999
14000,443,TCP,HTTPS,14000
14001,80,TCP,HTTP,14001
14002,443,TCP,HTTPS,14002
14003,443,UDP,DAAPD,14003
14004,5222,TCP,XMPP,14004
14005,443,TCP,HTTPS,14005
14006,3128,UDP,ZABBIX,14006
14007,21,TCP,FTP,14007
14008,6969,UDP,ACMSODA,14008
14009,53,UDP,DNS,14009
14010,443,TCP,HTTPS,14010
14011,5222,TCP,IRDMI,14011
14012,21,TCP,FTP,14012
14013,443,TCP,HTTPS,14013
14014,443,TCP,HTTPS,14014
14015,5060,UDP,SIP,14015
14016,443,TCP,HTTPS,14016
14017,443,TCP,HTTPS,14017
14018,443,TCP,HTTPS,14018
14019,443,UDP,HTTPS,14019
14020,443,TCP,HTTPS,14020
14021,53,UDP,DNS,14021
14022,443,UDP,HTTPS,14022
14023,443,TCP,HTTPS,14023
14024,443,TCP,HTTPS,14024
14025,443,TCP,HTTPS,14025
14026,443,TCP,HTTPS,14026
14027,80,UDP,HTTP,14027
14028,21,TCP,FTP,14028
14029,5222,TCP,XMPP,14029
14030,443,TCP,HTTPS,14030
14031,443,UDP,HTTPS,14031
14032,443,TCP,HTTPS,14032
14033,21,TCP,FTP,14033
14034,443,TCP,HTTPS,14034
14035,443,TCP,HTTPS,14035
14036,21,TCP,SNMP,14036
14037,443,TCP,HTTPS,14037
14038,443,TCP,HTTPS,14038
14039,3389,TCP,ZABBIX,14039
14040,80,TCP,HTTP,14040
14041,443,TCP,HTTPS,14041
14042,443,UDP,HTTPS,14042
14043,53,UDP,DNS,14043
14044,443,TCP,HTTPS,14044
14045,443,TCP,HTTPS,14045
14046,80,TCP,HTTP,14046
14047,443,TCP,HTTPS,14047
14048,443,TCP,HTTPS,14048
14049,443,TCP,HTTPS,14049
14050,443,TCP,HTTPS,14050
14051,443,TCP,HTTPS,14051
14052,443,TCP,HTTPS,14052
14053,443,TCP,SSH,14053
14054,443,TCP,HTTPS,14054
14055,443,TCP,HTTPS,14055
14056,443,TCP,HTTPS,14056
14057,443,TCP,HTTPS,14057
14058,6969,UDP,ACMSODA,14058
14059,53,UDP,DNS,14059
14060,53,UDP,DNS,14060
14061,80,TCP,HTTP,14061
14062,443,TCP,HTTPS,14062
14063,80,TCP,HTTP,14063
14064,443,TCP,HTTPS,14064
14065,443,TCP,HTTPS,14065
14066,53,UDP,DNS,14066
14067,443,TCP,HTTPS,14067
14068,443,TCP,HTTPS,14068
14069,53,TCP,DNS,14069
14070,53,UDP,DNS,14070
14071,443,TCP,HTTPS,14071
14072,161,UDP,IRDMI,14072
14073,443,TCP,HTTPS,14073
14074,80,TCP,HTTP,14074
14075,443,TCP,HTTPS,14075
14076,443,TCP,HTTPS,14076
14077,443,TCP,HTTPS,14077
14078,443,TCP,HTTPS,14078
14079,443,TCP,HTTPS,14079
14080,443,TCP,HTTPS,14080
14081,21,TCP,FTP,14081
14082,443,TCP,HTTPS,14082
14083,443,TCP,HTTPS,14083
14084,443,TCP,HTTPS,14084
14085,443,TCP,HTTPS,14085
14086,443,TCP,HTTPS,14086
14087,3689,TCP,TELNET,14087
14088,443,TCP,HTTPS,14088
14089,5900,TCP,VNC,14089
14090,443,TCP,HTTPS,14090
14091,443,TCP,HTTPS,14091
14092,443,TCP,HTTPS,14092
14093,161,UDP,SNMP,14093
14094,445,UDP,VNC,14094
14095,443,TCP,HTTPS,14095
14096,53,UDP,DNS,14096
14097,443,TCP,HTTPS,14097
14098,443,TCP,HTTPS,14098
14099,443,TCP,HTTPS,14099
14100,443,TCP,HTTPS,14100
14101,443,TCP,HTTPS,14101
14102,443,TCP,HTTPS,14102
14103,21,TCP,FTP,14103
14104,443,TCP,HTTPS,14104
14105,443,TCP,HTTPS,14105
14106,443,TCP,HTTPS,14106
14107,3128,TCP,HTTP,14107
14108,443,TCP,HTTPS,14108
14109,443,TCP,HTTPS,14109
14110,1433,UDP,ZABBIX,14110
14111,53,TCP,DNS,14111
14112,53,UDP,DNS,14112
14113,443,TCP,HTTPS,14113
14114,443,TCP,HTTPS,14114
14115,53,UDP,DNS,14115
14116,443,TCP,HTTPS,14116
14117,80,TCP,HTTP,14117
14118,443,TCP,HTTPS,14118
14119,53,UDP,DNS,14119
14120,21,TCP,FTP,14120
14121,443,TCP,HTTPS,14121
14122,443,TCP,HTTPS,14122
14123,443,TCP,HTTPS,14123
14124,443,TCP,HTTPS,14124
14125,53,UDP,DNS,14125
14126,443,TCP,HTTPS,14126
14127,443,TCP,HTTPS,14127
14128,445,UDP,TELNET,14128
14129,443,TCP,HTTPS,14129
14130,443,TCP,HTTPS,14130
14131,443,TCP,HTTPS,14131
14132,443,TCP,HTTPS,14132
14133,443,TCP,HTTPS,14133
14134,80,TCP,HTTP,14134
14135,443,TCP,HTTPS,14135
14136,443,TCP,HTTPS,14136
14137,443,TCP,HTTPS,14137
14138,80,TCP,HTTP,14138
14139,443,TCP,HTTPS,14139
14140,53,UDP,DNS,14140
14141,443,TCP,HTTPS,14141
14142,443,TCP,HTTPS,14142
14143,443,TCP,HTTPS,14143
14144,443,TCP,HTTPS,14144
14145,5222,TCP,XMPP,14145
14146,80,TCP,HTTP,14146
14147,443,TCP,HTTPS,14147
14148,5222,TCP,XMPP,14148
14149,53,UDP,DNS,14149
14150,443,TCP,HTTPS,14150
14151,443,TCP,HTTPS,14151
14152,443,TCP,HTTPS,14152
14153,443,TCP,HTTPS,14153
14154,443,TCP,HTTPS,14154
14155,443,TCP,HTTPS,14155
14156,53,UDP,DNS,14156
14157,53,UDP,DNS,14157
14158,80,TCP,HTTP,14158
14159,443,TCP,HTTPS,14159
14160,443,TCP,HTTPS,14160
14161,21,TCP,FTP,14161
14162,53,UDP,DNS,14162
14163,443,TCP,HTTPS,14163
14164,21,TCP,FTP,14164
14165,443,TCP,HTTPS,14165
14166,443,TCP,HTTPS,14166
14167,80,TCP,HTTP,14167
14168,443,UDP,HTTPS,14168
14169,443,UDP,HTTPS,14169
14170,443,TCP,HTTPS,14170
14171,53,UDP,DNS,14171
14172,53,UDP,DNS,14172
14173,53,UDP,DNS,14173
14174,443,TCP,HTTPS,14174
14175,443,TCP,HTTPS,14175
14176,53,UDP,DNS,14176
14177,161,UDP,SNMP,14177
14178,443,UDP,HTTPS,14178
14179,443,TCP,HTTPS,14179
14180,443,TCP,HTTPS,14180
14181,443,TCP,HTTPS,14181
14182,80,TCP,HTTP,14182
14183,443,TCP,HTTPS,14183
14184,53,UDP,DNS,14184
14185,443,TCP,HTTPS,14185
14186,80,TCP,HTTP,14186
14187,443,TCP,HTTPS,14187
14188,80,TCP,HTTP,14188
14189,80,TCP,HTTP,14189
14190,443,TCP,HTTPS,14190
14191,443,TCP,HTTPS,14191
14192,80,TCP,HTTP,14192
14193,53,UDP,DNS,14193
14194,21,TCP,FTP,14194
14195,443,TCP,HTTPS,14195
14196,53,UDP,HTTP,14196
14197,443,TCP,HTTPS,14197
14198,6969,TCP,MDS,14198
14199,443,UDP,HTTPS,14199
14200,53,UDP,DNS,14200
14201,443,TCP,HTTPS,14201
14202,80,TCP,HTTP,14202
14203,443,TCP,HTTPS,14203
14204,443,TCP,HTTPS,14204
14205,53,UDP,DNS,14205
14206,443,TCP,HTTPS,14206
14207,21,TCP,FTP,14207
14208,443,TCP,HTTPS,14208
14209,443,TCP,HTTPS,14209
14210,443,TCP,HTTPS,14210
14211,53,UDP,DNS,14211
14212,443,TCP,HTTPS,14212
14213,22,TCP,SSH,14213
14214,53,UDP,DNS,14214
14215,443,TCP,HTTPS,14215
14216,21,TCP,FTP,14216
14217,80,TCP,HTTP,14217
14218,53,UDP,DNS,14218
14219,443,TCP,HTTPS,14219
14220,443,TCP,HTTPS,14220
14221,443,TCP,HTTPS,14221
14222,53,UDP,DNS,14222
14223,443,TCP,HTTPS,14223
14224,443,TCP,HTTPS,14224
14225,443,TCP,HTTPS,14225
14226,80,TCP,HTTP,14226
14227,80,TCP,HTTP,14227
14228,80,TCP,HTTP,14228
14229,443,TCP,HTTPS,14229
14230,443,TCP,HTTPS,14230
14231,21,TCP,FTP,14231
14232,443,TCP,HTTPS,14232
14233,443,TCP,HTTPS,14233
14234,443,TCP,HTTPS,14234
14235,53,UDP,DNS,14235
14236,443,TCP,HTTPS,14236
14237,443,TCP,HTTPS,14237
14238,53,UDP,DNS,14238
14239,443,TCP,HTTPS,14239
14240,443,UDP,HTTPS,14240
14241,443,TCP,HTTPS,14241
14242,21,TCP,FTP,14242
14243,443,TCP,HTTPS,14243
14244,443,TCP,HTTPS,14244
14245,443,TCP,HTTPS,14245
14246,443,TCP,HTTPS,14246
14247,443,UDP,HTTPS,14247
14248,443,UDP,HTTPS,14248
14249,443,TCP,HTTPS,14249
14250,21,TCP,FTP,14250
14251,443,TCP,HTTPS,14251
14252,443,TCP,HTTPS,14252
14253,443,TCP,HTTPS,14253
14254,53,UDP,DNS,14254
14255,21,TCP,FTP,14255
14256,443,TCP,HTTPS,14256
14257,443,TCP,HTTPS,14257
14258,53,UDP,DNS,14258
14259,443,TCP,HTTPS,14259
14260,80,TCP,HTTP,14260
14261,443,TCP,HTTPS,14261
14262,443,TCP,HTTPS,14262
14263,53,TCP,DNS,14263
14264,53,UDP,DNS,14264
14265,443,TCP,HTTPS,14265
14266,443,TCP,HTTPS,14266
14267,443,TCP,HTTPS,14267
14268,443,TCP,HTTPS,14268
14269,443,TCP,HTTPS,14269
14270,443,TCP,HTTPS,14270
14271,21,TCP,FTP,14271
14272,443,UDP,HTTPS,14272
14273,21,TCP,FTP,14273
14274,443,TCP,HTTPS,14274
14275,443,TCP,HTTPS,14275
14276,443,TCP,HTTPS,14276
14277,443,TCP,HTTPS,14277
14278,443,TCP,HTTPS,14278
14279,443,TCP,HTTPS,14279
14280,443,TCP,HTTPS,14280
14281,443,TCP,HTTPS,14281
14282,80,TCP,HTTP,14282
14283,53,UDP,DNS,14283
14284,443,TCP,HTTPS,14284
14285,443,TCP,HTTPS,14285
14286,443,TCP,HTTPS,14286
14287,443,TCP,HTTPS,14287
14288,161,UDP,SNMP,14288
14289,53,UDP,DNS,14289
14290,443,UDP,HTTPS,14290
14291,443,TCP,HTTPS,14291
14292,443,TCP,HTTPS,14292
14293,443,TCP,HTTPS,14293
14294,53,UDP,DNS,14294
14295,53,TCP,HTTPS,14295
14296,443,TCP,HTTPS,14296
14297,443,TCP,HTTPS,14297
14298,443,UDP,HTTPS,14298
14299,443,TCP,HTTPS,14299
14300,53,UDP,DNS,14300
14301,443,TCP,HTTPS,14301
14302,53,UDP,DNS,14302
14303,80,TCP,HTTP,14303
14304,443,TCP,HTTPS,14304
14305,3128,TCP,HTTP,14305
14306,443,TCP,HTTPS,14306
14307,443,TCP,HTTPS,14307
14308,443,TCP,HTTPS,14308
14309,80,TCP,HTTP,14309
14310,5222,TCP,XMPP,14310
14311,443,TCP,HTTPS,14311
14312,443,TCP,HTTPS,14312
14313,443,TCP,HTTPS,14313
14314,443,TCP,HTTPS,14314
14315,53,UDP,DNS,14315
14316,22,TCP,SSH,14316
14317,80,TCP,HTTP,14317
14318,443,TCP,HTTPS,14318
14319,443,TCP,HTTPS,14319
14320,443,TCP,HTTPS,14320
14321,443,TCP,HTTPS,14321
14322,21,TCP,FTP,14322
14323,443,TCP,HTTPS,14323
14324,443,TCP,HTTPS,14324
14325,161,UDP,SNMP,14325
14326,443,UDP,HTTPS,14326
14327,443,TCP,HTTPS,14327
14328,443,TCP,HTTPS,14328
14329,5222,TCP,XMPP,14329
14330,443,TCP,HTTPS,14330
14331,10051,UDP,RDP,14331
14332,443,TCP,HTTPS,14332
14333,443,TCP,HTTPS,14333
14334,443,TCP,HTTPS,14334
14335,443,TCP,HTTPS,14335
14336,443,UDP,HTTPS,14336
14337,443,TCP,HTTPS,14337
14338,10051,TCP,ZABBIX,14338
14339,443,TCP,HTTPS,14339
14340,443,TCP,HTTPS,14340
14341,21,TCP,FTP,14341
14342,443,TCP,HTTPS,14342
14343,443,TCP,HTTPS,14343
14344,80,TCP,HTTP,14344
14345,443,TCP,HTTPS,14345
14346,443,TCP,HTTPS,14346
14347,443,TCP,HTTPS,14347
14348,443,TCP,HTTPS,14348
14349,53,UDP,DNS,14349
14350,443,TCP,HTTPS,14350
14351,443,TCP,HTTPS,14351
14352,443,TCP,HTTPS,14352
14353,443,TCP,HTTPS,14353
14354,443,TCP,HTTPS,14354
14355,443,TCP,HTTPS,14355
14356,443,TCP,HTTPS,14356
14357,5222,TCP,EMS,14357
14358,21,TCP,FTP,14358
14359,443,TCP,HTTPS,14359
14360,443,TCP,HTTPS,14360
14361,53,UDP,XMPP,14361
14362,443,TCP,HTTPS,14362
14363,80,TCP,DAAPD,14363
14364,443,TCP,HTTPS,14364
14365,443,TCP,HTTPS,14365
14366,443,TCP,HTTPS,14366
14367,443,TCP,HTTPS,14367
14368,443,TCP,HTTPS,14368
14369,21,TCP,FTP,14369
14370,443,TCP,HTTPS,14370
14371,443,TCP,HTTPS,14371
14372,443,TCP,HTTPS,14372
14373,443,TCP,HTTPS,14373
14374,443,TCP,HTTPS,14374
14375,80,TCP,HTTP,14375
14376,443,TCP,HTTPS,14376
14377,443,TCP,HTTPS,14377
14378,80,TCP,HTTP,14378
14379,443,TCP,HTTPS,14379
14380,21,TCP,FTP,14380
14381,443,TCP,HTTPS,14381
14382,443,TCP,HTTPS,14382
14383,21,TCP,FTP,14383
14384,443,TCP,HTTPS,14384
14385,443,TCP,HTTPS,14385
14386,443,TCP,HTTPS,14386
14387,443,TCP,HTTPS,14387
14388,443,TCP,HTTPS,14388
14389,443,TCP,HTTPS,14389
14390,3128,TCP,HTTP,14390
14391,443,UDP,HTTPS,14391
14392,53,UDP,DNS,14392
14393,443,TCP,HTTPS,14393
14394,80,TCP,HTTP,14394
14395,443,TCP,HTTPS,14395
14396,443,TCP,HTTPS,14396
14397,443,TCP,HTTPS,14397
14398,21,TCP,FTP,14398
14399,443,TCP,HTTPS,14399
14400,443,TCP,HTTPS,14400
14401,138,UDP,MDS,14401
14402,137,TCP,VNC,14402
